Player_Names,Country,Start_Year,End_Year,Matches,Innings,Not_Out,Total_Runs,Highest_Score,Batting_Average,100's,50's,0,Career_Span,HS_num,Photos,contry link,country board
L Tuckett ,South Africa,1947,1949,9,14,3,131,40*,11.9,0,0,3,2,40,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
Imran Tahir ,South Africa,2011,2015,20,23,9,130,29*,9.28,0,0,2,4,29,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
L Sivaramakrishnan ,India,1983,1986,9,9,1,130,25,16.25,0,0,1,3,25,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Hon.FSG Calthorpe ,England,1930,1930,4,7,0,129,49,18.42,0,0,1,0,49,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
DR Doshi ,India,1979,1983,33,38,10,129,20,4.6,0,0,14,4,20,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
CV Gadkari ,India,1953,1955,6,10,4,129,50*,21.5,0,1,2,2,50,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
H Gimblett ,England,1936,1939,3,5,1,129,67*,32.25,0,1,0,3,67,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
J Gumbie ,Zimbabwe,2024,2025,3,6,0,129,49,21.5,0,0,0,1,49,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
JR Mason ,England,1897,1898,5,10,0,129,32,12.9,0,0,1,1,32,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RW Tolchard ,England,1977,1977,4,7,2,129,67,25.8,0,1,1,0,67,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
IJ Ward ,England,2001,2001,5,9,1,129,39,16.12,0,0,1,0,39,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
HR Bromley-Davenport ,England,1896,1899,4,6,0,128,84,21.33,0,1,1,3,84,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
M Hendrick ,England,1974,1981,30,35,15,128,15,6.4,0,0,8,7,15,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RK Illingworth ,England,1991,1995,9,14,7,128,28,18.28,0,0,3,4,28,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
KM Jarvis ,Zimbabwe,2011,2020,13,24,10,128,25*,9.14,0,0,4,9,25,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
BP Julian ,Australia,1993,1995,7,9,1,128,56*,16,0,1,3,2,56,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
D Smith ,England,1935,1935,2,4,0,128,57,32,0,1,1,0,57,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
PM Walker ,England,1960,1960,3,4,0,128,52,32,0,1,0,0,52,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
S Chattergoon ,West Indies,2008,2008,4,7,0,127,46,18.14,0,0,0,0,46,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
GR Larsen ,New Zealand,1994,1996,8,13,4,127,26*,14.11,0,0,2,2,26,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
AD Mullally ,England,1996,2001,19,27,4,127,24,5.52,0,0,12,5,24,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
PJR Steyn ,South Africa,1995,1995,3,6,0,127,46,21.16,0,0,0,0,46,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
ES Atkinson ,West Indies,1958,1959,8,9,1,126,37,15.75,0,0,3,1,37,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
NE Haig ,England,1921,1930,5,9,0,126,47,14,0,0,2,9,47,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
JT Hearne ,England,1892,1899,12,18,4,126,40,9,0,0,3,7,40,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
E Jones ,Australia,1894,1902,19,26,1,126,20,5.04,0,0,5,8,20,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
DL Bairstow ,England,1979,1981,4,7,1,125,59,20.83,0,1,1,2,59,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
JB Commins ,South Africa,1994,1995,3,6,1,125,45,25,0,0,1,1,45,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
Ismat Alam ,Afghanistan,2025,2025,2,4,0,125,101,31.25,1,0,1,0,101,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
Marshall Ayub ,Bangladesh,2013,2014,3,6,0,125,41,20.83,0,0,0,1,41,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
WFE Marx ,South Africa,1921,1921,3,6,0,125,36,20.83,0,0,1,0,36,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
Nazimuddin ,Bangladesh,2011,2012,3,6,0,125,78,20.83,0,1,2,1,78,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
DM Richards ,West Indies,2009,2010,3,6,0,125,69,20.83,0,1,1,1,69,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
CW Wright ,England,1896,1896,3,4,0,125,71,31.25,0,1,0,0,71,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
HMCM Bandara ,Sri Lanka,1998,2006,8,11,3,124,43,15.5,0,0,2,8,43,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
DA Reeve ,England,1992,1992,3,5,0,124,59,24.8,0,1,1,0,59,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RJ Crisp ,South Africa,1935,1936,9,13,1,123,35,10.25,0,0,5,1,35,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
IB Cromb ,New Zealand,1931,1932,5,8,2,123,51*,20.5,0,1,1,1,51,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
Manzoor Elahi ,Pakistan,1984,1995,6,10,2,123,52,15.37,0,1,3,11,52,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
CS Martin ,New Zealand,2000,2013,71,104,52,123,12*,2.36,0,0,36,13,12,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
BA Murphy ,Zimbabwe,2000,2001,11,15,3,123,30,10.25,0,0,3,1,30,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
Pervez Sajjad ,Pakistan,1964,1973,19,20,11,123,24,13.66,0,0,2,9,24,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
AB Fudadin ,West Indies,2012,2012,3,5,1,122,55,30.5,0,1,0,0,55,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
Junaid Khan ,Pakistan,2011,2015,22,28,11,122,17,7.17,0,0,5,4,17,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
Mohammad Sharif ,Bangladesh,2001,2007,10,20,3,122,24*,7.17,0,0,7,6,24,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
T Murphy ,Australia,2023,2025,7,10,1,122,41,13.55,0,0,3,2,41,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AH Omarshah ,Zimbabwe,1992,1996,3,5,0,122,62,24.4,0,1,0,4,62,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
EA Brandes ,Zimbabwe,1992,1999,10,15,3,121,39,10.08,0,0,2,7,39,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
JG Dewes ,England,1948,1950,5,10,0,121,67,12.1,0,1,1,2,67,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
TW Wall ,Australia,1929,1934,18,24,5,121,20,6.36,0,0,5,5,20,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
A Mithun ,India,2010,2011,4,5,0,120,46,24,0,0,1,1,46,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Mohammad Abbas ,Pakistan,2017,2025,27,40,19,120,29,5.71,0,0,6,8,29,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
K Zondo ,South Africa,2022,2023,5,7,1,120,39,20,0,0,1,1,39,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
RJ Bailey ,England,1988,1990,4,8,0,119,43,14.87,0,0,2,2,43,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
JP Inglis ,Australia,2025,2025,3,4,0,119,102,29.75,1,0,1,0,102,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
MAR Samarasekera ,Sri Lanka,1988,1991,4,7,0,118,57,16.85,0,1,1,3,57,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
K Sinclair ,West Indies,2024,2025,4,8,1,118,50,16.85,0,1,1,1,50,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
AC Smith ,England,1962,1963,6,7,3,118,69*,29.5,0,1,0,1,69,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
BGK Walker ,New Zealand,2000,2002,5,8,2,118,27*,19.66,0,0,1,2,27,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
SI de Saram ,Sri Lanka,1999,2000,4,5,0,117,39,23.4,0,0,0,1,39,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
Noor Ali Zadran ,Afghanistan,2024,2024,2,4,0,117,47,29.25,0,0,0,0,47,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
Salahuddin ,Pakistan,1965,1969,5,8,2,117,34*,19.5,0,0,0,4,34,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
PADLR Sandakan ,Sri Lanka,2016,2018,11,17,6,117,25,10.63,0,0,0,2,25,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
WH St Hill ,West Indies,1928,1930,3,6,0,117,38,19.5,0,0,0,2,38,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
FJ Cameron ,New Zealand,1961,1965,19,30,20,116,27*,11.6,0,0,4,4,27,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
W Farrimond ,England,1931,1935,4,7,0,116,35,16.57,0,0,0,4,35,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
FM King ,West Indies,1953,1956,14,17,3,116,21,8.28,0,0,4,3,21,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
EA McDonald ,Australia,1921,1921,11,12,5,116,36,16.57,0,0,1,0,36,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
RP Singh ,India,2006,2011,14,19,3,116,30,7.25,0,0,7,5,30,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
DH Brain ,Zimbabwe,1992,1995,9,13,2,115,28,10.45,0,0,4,3,28,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
PJ Martin ,England,1995,1997,8,13,0,115,29,8.84,0,0,2,2,29,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
H Morris ,England,1991,1991,3,6,0,115,44,19.16,0,0,0,0,44,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
WER Somerville ,New Zealand,2018,2021,6,10,2,115,40*,14.37,0,0,2,3,40,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
GR Beard ,Australia,1980,1980,3,5,0,114,49,22.8,0,0,0,0,49,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
ML Cummins ,West Indies,2016,2019,14,22,7,114,24*,7.6,0,0,6,3,24,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
RKJ Dawson ,England,2001,2003,7,13,3,114,19*,11.4,0,0,0,2,19,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RE Grieveson ,South Africa,1939,1939,2,2,0,114,75,57,0,1,0,0,75,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
GPD Hartigan ,South Africa,1912,1914,5,10,0,114,51,11.4,0,1,3,2,51,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
ERT Holmes ,England,1935,1935,5,9,2,114,85*,16.28,0,1,2,0,85,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
AR Whittall ,Zimbabwe,1996,1999,10,18,3,114,17,7.6,0,0,1,3,17,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
CFW Allcott ,New Zealand,1930,1932,6,7,2,113,33,22.6,0,0,0,2,33,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
S Haigh ,England,1899,1912,11,18,3,113,25,7.53,0,0,4,13,25,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Javed Ahmadi ,Afghanistan,2018,2021,3,6,0,113,62,18.83,0,1,0,3,62,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
HG Kuhn ,South Africa,2017,2017,4,8,0,113,34,14.12,0,0,0,0,34,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
D Shackleton ,England,1950,1963,7,13,7,113,42,18.83,0,0,0,13,42,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
EJ Smith ,England,1911,1913,11,14,1,113,22,8.69,0,0,2,2,22,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
CT Tremlett ,England,2007,2013,12,15,4,113,25*,10.27,0,0,3,6,25,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
EAV Williams ,West Indies,1939,1948,4,6,0,113,72,18.83,0,1,1,9,72,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
ERNS Fernando ,Sri Lanka,1983,1984,5,10,0,112,46,11.2,0,0,3,1,46,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
AG Ganteaume ,West Indies,1948,1948,1,1,0,112,112,112,1,0,0,0,112,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
GG Macaulay ,England,1923,1933,8,10,4,112,76,18.66,0,1,1,10,76,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
GB Stevens ,Australia,1959,1960,4,7,0,112,28,16,0,0,0,1,28,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
MR Bynoe ,West Indies,1959,1967,4,6,0,111,48,18.5,0,0,0,8,48,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
JD Higgs ,Australia,1978,1981,22,36,16,111,16,5.55,0,0,5,3,16,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
HS Kanitkar ,India,1974,1974,2,4,0,111,65,27.75,0,1,0,0,65,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
FL Reifer ,West Indies,1997,2009,6,12,0,111,29,9.25,0,0,3,12,29,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
A Shaw ,England,1877,1882,7,12,1,111,40,10.09,0,0,1,5,40,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
M Shumba ,Zimbabwe,2021,2023,4,8,0,111,41,13.87,0,0,0,2,41,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
LA Dawson ,England,2016,2025,4,7,2,110,66*,22,0,1,3,9,66,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Ihsanullah ,Afghanistan,2019,2019,3,6,1,110,65*,22,0,1,0,0,65,,https://vemaps.com/uploads/img/af-03.png,https://upload.wikimedia.org/wikipedia/en/8/83/Afghanistan_Cricket_Board.png
PJ Newport ,England,1988,1991,3,5,1,110,40*,27.5,0,0,1,3,40,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
GE Vivian ,New Zealand,1965,1972,5,6,0,110,43,18.33,0,0,1,7,43,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
TJ Murtagh ,Ireland,2018,2019,3,6,2,109,54*,27.25,0,1,0,1,54,,https://vemaps.com/uploads/img/ie-04.png,https://upload.wikimedia.org/wikipedia/en/c/c7/Ireland_cricket_team_logo.png
SD Udal ,England,2005,2006,4,7,1,109,33*,18.16,0,0,1,1,33,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
