Player_Names,Country,Start_Year,End_Year,Matches,Innings,Not_Out,Total_Runs,Highest_Score,Batting_Average,100's,50's,0,Career_Span,HS_num,Photos,contry link,country board
Saud Shakeel ,Pakistan,2022,2025,21,40,3,1773,208*,47.91,4,10,3,3,208,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
DS Smith ,West Indies,2003,2018,43,76,2,1760,108,23.78,1,8,7,15,108,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
CJ Tavare ,England,1980,1989,31,56,2,1755,149,32.5,2,12,5,9,149,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
GA Faulkner ,South Africa,1906,1924,25,47,4,1754,204,40.79,4,8,2,18,204,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
WU Tharanga ,Sri Lanka,2005,2017,31,58,3,1754,165,31.89,3,8,6,12,165,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
Javed Omar ,Bangladesh,2001,2007,40,80,2,1720,119,22.05,1,8,5,6,119,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
HH Dippenaar ,South Africa,1999,2007,38,62,5,1718,177*,30.14,3,7,8,8,177,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
Shahid Afridi ,Pakistan,1998,2010,27,48,1,1716,156,36.51,5,8,6,12,156,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
JE Emburey ,England,1978,1995,64,96,20,1713,75,22.53,0,10,16,17,75,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
HMRKB Herath ,Sri Lanka,1999,2018,93,144,28,1699,80*,14.64,0,3,23,19,80,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
GM Ritchie ,Australia,1982,1987,30,53,5,1690,146,35.2,3,7,1,5,146,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
Imam-ul-Haq ,Pakistan,2018,2025,26,50,4,1687,157,36.67,3,10,5,7,157,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
KC Bland ,South Africa,1961,1966,21,39,5,1669,144*,49.08,3,9,2,5,144,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
MH Denness ,England,1969,1975,28,45,3,1667,188,39.69,4,7,2,6,188,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
BC Broad ,England,1984,1989,25,44,2,1661,162,39.54,6,6,3,5,162,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
JT Tyldesley ,England,1899,1909,31,55,1,1661,138,30.75,4,9,4,10,138,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
J Darling ,Australia,1894,1905,34,60,2,1657,178,28.56,3,8,8,11,178,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
NM Lyon ,Australia,2011,2025,139,177,49,1638,47,12.79,0,0,19,14,47,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
J Hardstaff jnr ,England,1935,1948,23,38,3,1636,205*,46.74,4,10,4,13,205,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
MS Sinclair ,New Zealand,1999,2010,33,56,5,1635,214,32.05,3,4,4,11,214,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
WR Endean ,South Africa,1951,1958,28,52,4,1630,162*,33.95,3,8,3,7,162,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
RB McCosker ,Australia,1975,1980,25,46,5,1622,127,39.56,4,9,5,5,127,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
SV Carlisle ,Zimbabwe,1995,2005,37,66,6,1615,118,26.91,2,8,7,10,118,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
MS Wade ,Australia,2012,2021,36,63,9,1613,117,29.87,4,5,3,9,117,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
NJ Contractor ,India,1955,1962,31,52,1,1611,108,31.58,1,11,2,7,108,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Abdullah Shafique ,Pakistan,2021,2025,24,46,3,1610,201,37.44,5,6,6,4,201,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
Yashpal Sharma ,India,1979,1983,37,59,11,1606,140,33.45,2,9,4,4,140,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
JJ Crowe ,New Zealand,1983,1990,39,65,4,1601,128,26.24,3,6,6,7,128,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
RT Robinson ,England,1984,1989,29,49,5,1601,175,36.38,4,6,5,5,175,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
M Prabhakar ,India,1984,1995,39,58,9,1600,120,32.65,1,9,3,11,120,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
AP Sheahan ,Australia,1967,1974,31,53,6,1594,127,33.91,2,7,3,7,127,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
WA Brown ,Australia,1934,1948,22,35,1,1592,206*,46.82,4,9,1,14,206,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
SM Patil ,India,1980,1984,29,47,4,1588,174,36.93,4,7,4,4,174,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
SB Styris ,New Zealand,2002,2007,29,48,4,1586,170,36.04,5,6,5,5,170,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
SO Dowrich ,West Indies,2015,2020,35,62,8,1570,125*,29.07,3,9,8,5,125,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
C Green ,Australia,2020,2025,32,51,5,1565,174*,34.02,2,7,4,5,174,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
RH Catterall ,South Africa,1922,1931,24,43,2,1555,120,37.92,3,11,3,9,120,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
PJ Cummins ,Australia,2011,2025,71,105,13,1548,64*,16.82,0,3,13,14,64,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
T Taibu ,Zimbabwe,2001,2012,28,54,3,1546,153,30.31,1,12,5,11,153,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
E Paynter ,England,1931,1939,20,31,5,1540,243,59.23,4,7,3,8,243,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
PJ Hughes ,Australia,2009,2013,26,49,2,1535,160,32.65,3,7,6,4,160,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
TD Paine ,Australia,2010,2021,35,57,10,1534,92,32.63,0,9,4,11,92,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
BF Hastings ,New Zealand,1969,1976,31,56,6,1510,117*,30.2,4,7,6,7,117,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
KD Mackay ,Australia,1956,1963,37,52,7,1507,89,33.48,0,13,6,7,89,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
RR Lindwall ,Australia,1946,1960,61,84,13,1502,118,21.15,2,5,9,14,118,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
Qasim Umar ,Pakistan,1983,1986,26,43,2,1502,210,36.63,3,5,2,3,210,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
JM Parker ,New Zealand,1973,1980,36,63,2,1498,121,24.55,3,5,4,7,121,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
RW Barber ,England,1960,1968,28,45,3,1495,185,35.59,1,9,1,8,185,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Intikhab Alam ,Pakistan,1959,1977,47,77,10,1493,138,22.28,1,8,10,18,138,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
Yasir Hameed ,Pakistan,2003,2010,25,49,3,1491,170,32.41,2,8,1,7,170,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
MA Agarwal ,India,2018,2022,21,36,0,1488,243,41.33,4,6,1,4,243,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Agha Salman ,Pakistan,2022,2025,23,44,6,1487,132*,39.13,3,10,2,3,132,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
WB Phillips ,Australia,1983,1986,27,48,2,1485,159,32.28,2,7,1,3,159,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AC Voges ,Australia,2015,2016,20,31,7,1485,269*,61.87,5,4,2,1,269,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
DL Houghton ,Zimbabwe,1992,1997,22,36,2,1464,266,43.05,4,4,0,5,266,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
A Symonds ,Australia,2004,2008,26,41,5,1462,162*,40.61,2,10,4,4,162,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
B Lee ,Australia,1999,2008,76,90,18,1451,64,20.15,0,5,14,9,64,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
FJ Titmus ,England,1955,1975,53,76,11,1449,84*,22.29,0,10,4,20,84,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
JM Brearley ,England,1976,1981,39,66,3,1442,91,22.88,0,9,6,5,91,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
JA Burns ,Australia,2014,2020,23,40,1,1442,180,36.97,4,7,6,6,180,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
NR Mongia ,India,1994,2001,44,68,8,1442,152,24.03,1,6,6,7,152,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
CEL Ambrose ,West Indies,1988,2000,98,145,29,1439,53,12.4,0,1,26,12,53,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
Sikandar Raza ,Zimbabwe,2013,2025,22,42,0,1434,127,34.14,1,11,3,12,127,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
C de Grandhomme ,New Zealand,2016,2022,29,44,7,1432,120*,38.7,2,8,6,6,120,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
WAS Oldfield ,Australia,1920,1937,54,80,17,1427,65*,22.65,0,4,9,17,65,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
C Kelleway ,Australia,1910,1928,26,42,4,1422,147,37.42,3,6,1,18,147,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AF Giles ,England,1998,2006,54,81,13,1421,59,20.89,0,4,9,8,59,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Hon.FS Jackson ,England,1893,1905,20,33,4,1415,144*,48.79,5,6,3,12,144,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
MW Goodwin ,Zimbabwe,1998,2000,19,37,4,1414,166*,42.84,3,8,4,2,166,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
RG Nadkarni ,India,1955,1968,41,67,12,1414,122*,25.7,1,7,6,13,122,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Khaled Mashud ,Bangladesh,2000,2007,44,84,10,1409,103*,19.04,1,3,11,7,103,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
RT Simpson ,England,1948,1955,27,45,3,1401,156*,33.35,4,6,6,7,156,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
J Ryder ,Australia,1920,1929,20,32,5,1394,201*,51.62,3,9,1,9,201,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
KLT Arthurton ,West Indies,1988,1995,33,50,5,1382,157*,30.71,2,8,8,7,157,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
Rashid Latif ,Pakistan,1992,2003,37,57,9,1381,150,28.77,1,7,4,11,150,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
GP Swann ,England,2008,2013,60,76,14,1370,85,22.09,0,5,5,5,85,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
S Ramesh ,India,1999,2001,19,37,1,1367,143,37.97,2,8,3,2,143,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Wasim Bari ,Pakistan,1967,1984,81,112,26,1366,85,15.88,0,6,19,17,85,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
KG Viljoen ,South Africa,1930,1949,27,50,2,1365,124,28.43,2,9,5,19,124,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
J Dyson ,Australia,1977,1984,30,58,7,1359,127*,26.64,2,5,4,7,127,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
DJ Richardson ,South Africa,1992,1998,42,64,8,1359,109,24.26,1,8,7,6,109,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
JM Anderson ,England,2003,2024,188,265,114,1353,81,8.96,0,1,34,21,81,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
WP Saha ,India,2010,2021,40,56,10,1353,117,29.41,3,6,6,11,117,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
HL Collins ,Australia,1920,1926,19,31,1,1352,203,45.06,4,6,0,6,203,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
Javed Burki ,Pakistan,1960,1969,25,48,4,1341,140,30.47,3,4,3,9,140,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
BM Laird ,Australia,1979,1982,21,40,2,1341,92,35.28,0,11,2,3,92,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
L Vincent ,New Zealand,2001,2007,23,40,1,1332,224,34.15,3,9,4,6,224,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
OG Smith ,West Indies,1955,1959,26,42,0,1331,168,31.69,4,6,8,4,168,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
LRD Mendis ,Sri Lanka,1982,1988,24,43,1,1329,124,31.64,4,8,2,6,124,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
AK Davidson ,Australia,1953,1963,44,61,7,1328,80,24.59,0,5,1,10,80,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
